epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.2821631157396457,0.0,0.0,0.1400208985947299,0.1792114694986318,0.7628865978878776,0.6108597284566348
1.0,0.474690487297391,0.1761252445805829,0.3242375601429126,0.2983100660785205,0.5132555672885605,0.8151260503698337,0.7210884353239361
1.5,0.5418254679881948,0.2953586497392242,0.4243225379544899,0.3489932885411205,0.5689084894759184,0.8403361344034364,0.773033707814979
2.0,0.5874530610458008,0.3529411764207047,0.4904371584201814,0.4514243973210574,0.605932203340098,0.8347457626615116,0.7892376681112512
2.5,0.6116878440284478,0.39267015701796,0.5205110961171331,0.4882842025202893,0.6178343948547064,0.8607594936205265,0.7900677200400715
3.0,0.6273770470626607,0.397275822879282,0.5312499999502712,0.5565476189981262,0.6315789473185762,0.8547368420549089,0.7928730511747998
3.5,0.6422132250670938,0.4433374843833824,0.5641379309846427,0.5475819032262603,0.6305525459956002,0.8649789029032251,0.8026905829094514
4.0,0.6596141082867674,0.4449760765052883,0.5598904859187266,0.6323076922579027,0.641468682455515,0.8691983121859238,0.8098434003972474
4.5,0.6723977452762401,0.4567901234068386,0.5953038673534617,0.6480620154540296,0.6545064377183983,0.8734177214686225,0.8063063062560892
5.0,0.6916003200144673,0.4818976279150301,0.631875881473298,0.6864274570483915,0.6703539822508552,0.8637316561341349,0.8153153152650942
5.5,0.696078374074506,0.4976525821100409,0.629322268276551,0.6708562450404058,0.6801275238609592,0.8930817609559257,0.8054298642031531
6.0,0.696814554990333,0.5018270401450031,0.6390041493277253,0.6803472769824007,0.6803699896730422,0.8846960167211283,0.7946428570926978
6.5,0.6953481134841827,0.5005875440162099,0.6263048016202422,0.6905132192347301,0.6666666666168786,0.8898305084242002,0.7981859409928354
7.0,0.705104014516324,0.5140186915392425,0.6569241474796673,0.6970172683959084,0.6920565831927106,0.8786610878157554,0.7919463086746603
7.5,0.7153218045210928,0.5416178194111442,0.6713286712787339,0.7243844320389617,0.6815761447851395,0.8828451882341634,0.7901785713784141
8.0,0.7246176683652741,0.5739348370426788,0.6741415556613334,0.7314017227378606,0.6854663773904246,0.8818565400340197,0.8009049773253271
8.5,0.7294318577198208,0.5979899496986743,0.69144460023055,0.7145135565688056,0.7065217390804939,0.8860759493167183,0.7800453514236826
9.0,0.7321814343251102,0.5724907062697028,0.692745376905884,0.7415730336578201,0.6964856229534004,0.888888888838527,0.8009049773253271
9.5,0.7360598896991214,0.5895522387559474,0.6945606694061415,0.7363344050946445,0.723404255269357,0.885177452976788,0.7873303166918492
10.0,0.7403431538271484,0.5850673194115115,0.703517587889645,0.7431781700944172,0.7282608695152718,0.8856548856045436,0.7963800904475011
10.5,0.7406360777828839,0.5838084378070253,0.7020979020479604,0.724683544253819,0.7383279044017419,0.8921775898016333,0.8027210883851235
11.0,0.7387935452880153,0.5981308410719332,0.7080394921926103,0.7368421052130835,0.7251082250583082,0.8926315788969983,0.7720090292951588
11.5,0.741855793725492,0.613333333283458,0.709180098057965,0.7461724415293113,0.7266811279327149,0.8739495797815735,0.7818181817679299
12.0,0.7457026463547433,0.6056338027672926,0.7056338027669236,0.7401448108912174,0.7538126361156128,0.8799999999496351,0.7889908256377789
