[avg]_f1,[mem],crossner_ai_f1,crossner_ai_prec,crossner_ai_rec,crossner_literature_f1,crossner_literature_prec,crossner_literature_rec,crossner_music_f1,crossner_music_prec,crossner_music_rec,crossner_politics_f1,crossner_politics_prec,crossner_politics_rec,crossner_science_f1,crossner_science_prec,crossner_science_rec,epoch,joint_loss,mit-movie_f1,mit-movie_prec,mit-movie_rec,mit-restaurant_f1,mit-restaurant_prec,mit-restaurant_rec,step,study_loss,train_loss
,36.095703125,,,,,,,,,,,,,,,,0.0008,0.9283298850059509,,,,,,,1,0.23837938904762268,0.6899505257606506
,36.095703125,,,,,,,,,,,,,,,,0.0015,0.3908916115760803,,,,,,,2,0.05607222393155098,0.33481937646865845
,36.095703125,,,,,,,,,,,,,,,,0.0023,0.5727594494819641,,,,,,,3,0.03147445619106293,0.54128497838974
,36.11328125,,,,,,,,,,,,,,,,0.003,0.3973531424999237,,,,,,,4,0.026121025905013084,0.37123212218284607
,36.14453125,,,,,,,,,,,,,,,,0.0038,0.33482569456100464,,,,,,,5,0.010497323237359524,0.32432833313941956
,36.14453125,,,,,,,,,,,,,,,,0.0045,0.299259215593338,,,,,,,6,0.010991639457643032,0.288267582654953
,36.14453125,,,,,,,,,,,,,,,,0.0053,0.28793764114379883,,,,,,,7,0.014290629886090755,0.2736470401287079
,36.14453125,,,,,,,,,,,,,,,,0.0061,0.2515188455581665,,,,,,,8,0.008167720399796963,0.24335113167762756
,36.14453125,,,,,,,,,,,,,,,,0.0068,0.20197494328022003,,,,,,,9,0.008027472533285618,0.1939474642276764
,36.14453125,,,,,,,,,,,,,,,,0.0076,0.1603388637304306,,,,,,,10,0.004609502851963043,0.15572936832904816
,36.14453125,,,,,,,,,,,,,,,,0.0083,0.1574343889951706,,,,,,,11,0.0032698686700314283,0.15416452288627625
,36.14453125,,,,,,,,,,,,,,,,0.0091,0.15171509981155396,,,,,,,12,0.006618633400648832,0.14509646594524384
,36.14453125,,,,,,,,,,,,,,,,0.0098,0.12636269629001617,,,,,,,13,0.005958349443972111,0.12040434032678604
,36.14453125,,,,,,,,,,,,,,,,0.0106,0.12223642319440842,,,,,,,14,0.005766896065324545,0.11646951735019684
,36.14453125,,,,,,,,,,,,,,,,0.0114,0.1179523691534996,,,,,,,15,0.005622233264148235,0.11233013868331909
,36.14453125,,,,,,,,,,,,,,,,0.0121,0.09663581848144531,,,,,,,16,0.004015473648905754,0.092620350420475
,36.14453125,,,,,,,,,,,,,,,,0.0129,0.10936140269041061,,,,,,,17,0.003658861620351672,0.10570254176855087
,36.14453125,,,,,,,,,,,,,,,,0.0136,0.09957409650087357,,,,,,,18,0.003381364746019244,0.09619273245334625
,36.14453125,,,,,,,,,,,,,,,,0.0144,0.08219609409570694,,,,,,,19,0.002657346660271287,0.0795387551188469
,36.14453125,,,,,,,,,,,,,,,,0.0151,0.08471328765153885,,,,,,,20,0.0044985306449234486,0.08021476119756699
,36.14453125,,,,,,,,,,,,,,,,0.0159,0.07921873778104782,,,,,,,21,0.00495285727083683,0.07426587492227554
,36.14453125,,,,,,,,,,,,,,,,0.0167,0.08504397422075272,,,,,,,22,0.0036384861450642347,0.08140548318624496
,36.14453125,,,,,,,,,,,,,,,,0.0174,0.07389609515666962,,,,,,,23,0.0027094397228211164,0.07118665426969528
,36.14453125,,,,,,,,,,,,,,,,0.0182,0.07499293237924576,,,,,,,24,0.0027563609182834625,0.0722365751862526
,36.14453125,,,,,,,,,,,,,,,,0.0189,0.07989594340324402,,,,,,,25,0.0032090835738927126,0.07668685913085938
,36.14453125,,,,,,,,,,,,,,,,0.0197,0.0636846199631691,,,,,,,26,0.0021819521207362413,0.06150267273187637
,36.14453125,,,,,,,,,,,,,,,,0.0204,0.06630266457796097,,,,,,,27,0.002889017341658473,0.06341364234685898
,36.14453125,,,,,,,,,,,,,,,,0.0212,0.07547228783369064,,,,,,,28,0.0023170073982328176,0.07315527647733688
,36.14453125,,,,,,,,,,,,,,,,0.022,0.07293909788131714,,,,,,,29,0.0034093826543539762,0.0695297122001648
,36.14453125,,,,,,,,,,,,,,,,0.0227,0.06482002884149551,,,,,,,30,0.0020998541731387377,0.0627201721072197
,36.14453125,,,,,,,,,,,,,,,,0.0235,0.07009425014257431,,,,,,,31,0.002373326336964965,0.067720927298069
,36.14453125,,,,,,,,,,,,,,,,0.0242,0.06457448750734329,,,,,,,32,0.003032632637768984,0.061541855335235596
,36.14453125,,,,,,,,,,,,,,,,0.025,0.061844419687986374,,,,,,,33,0.0016354169929400086,0.0602090060710907
,36.14453125,,,,,,,,,,,,,,,,0.0257,0.06753995269536972,,,,,,,34,0.0022920251358300447,0.06524792313575745
,36.14453125,,,,,,,,,,,,,,,,0.0265,0.05388393625617027,,,,,,,35,0.0018151616677641869,0.05206877738237381
,36.14453125,,,,,,,,,,,,,,,,0.0273,0.06277864426374435,,,,,,,36,0.0037599073257297277,0.05901874229311943
,36.14453125,,,,,,,,,,,,,,,,0.028,0.06117681413888931,,,,,,,37,0.0013007990783080459,0.05987602099776268
,36.14453125,,,,,,,,,,,,,,,,0.0288,0.05239200219511986,,,,,,,38,0.002939962549135089,0.0494520403444767
,36.158203125,,,,,,,,,,,,,,,,0.0295,0.05875001102685928,,,,,,,39,0.004518743138760328,0.05423126369714737
0.4490334615373873,36.158203125,0.4532744664694676,0.4509516837481368,0.45562130177511423,0.39828234026131915,0.40524303659200406,0.3915567282321693,0.5188854488664768,0.5418103448275629,0.4978217821781981,0.5435833462777572,0.5474246231155607,0.5397956023536531,0.5054005400040665,0.485516645049698,0.5269826372594778,0.0303,0.05686834082007408,0.42617368032419073,0.6077003121747968,0.3281513392020916,0.2976344085584332,0.46133333333330256,0.2196825396825327,40,0.0010976241901516914,0.055770713835954666
,36.158203125,,,,,,,,,,,,,,,,0.031,0.05827078968286514,,,,,,,41,0.0012607632670551538,0.05701003223657608
,36.158203125,,,,,,,,,,,,,,,,0.0318,0.05967240408062935,,,,,,,42,0.002445909194648266,0.05722649022936821
,36.158203125,,,,,,,,,,,,,,,,0.0326,0.060673512518405914,,,,,,,43,0.001517079072073102,0.05915642902255058
,36.158203125,,,,,,,,,,,,,,,,0.0333,0.061220187693834305,,,,,,,44,0.0033305378165096045,0.057889651507139206
,36.158203125,,,,,,,,,,,,,,,,0.0341,0.04591492936015129,,,,,,,45,0.0009175790473818779,0.04499735310673714
,36.158203125,,,,,,,,,,,,,,,,0.0348,0.05435025319457054,,,,,,,46,0.005051815416663885,0.04929843917489052
,36.158203125,,,,,,,,,,,,,,,,0.0356,0.05872169882059097,,,,,,,47,0.0019409448141232133,0.056780751794576645
,36.158203125,,,,,,,,,,,,,,,,0.0363,0.05971434339880943,,,,,,,48,0.002234655199572444,0.057479679584503174
,36.158203125,,,,,,,,,,,,,,,,0.0371,0.06415171921253204,,,,,,,49,0.0034602440427988768,0.0606914758682251
,36.158203125,,,,,,,,,,,,,,,,0.0379,0.05730874463915825,,,,,,,50,0.0029045548290014267,0.05440418794751167
,36.158203125,,,,,,,,,,,,,,,,0.0386,0.06032387167215347,,,,,,,51,0.0028896473813802004,0.05743422731757164
,36.158203125,,,,,,,,,,,,,,,,0.0394,0.05216781049966812,,,,,,,52,0.0019676145166158676,0.050200194120407104
,36.158203125,,,,,,,,,,,,,,,,0.0401,0.05035112053155899,,,,,,,53,0.002733298111706972,0.04761781916022301
,36.158203125,,,,,,,,,,,,,,,,0.0409,0.04571102187037468,,,,,,,54,0.0011886382708325982,0.04452238604426384
,36.158203125,,,,,,,,,,,,,,,,0.0416,0.05417506769299507,,,,,,,55,0.0013758125714957714,0.05279925465583801
,36.158203125,,,,,,,,,,,,,,,,0.0424,0.04778529331088066,,,,,,,56,0.0008774182060733438,0.046907875686883926
,36.158203125,,,,,,,,,,,,,,,,0.0431,0.06054292991757393,,,,,,,57,0.002855854807421565,0.05768708139657974
,36.158203125,,,,,,,,,,,,,,,,0.0439,0.048199113458395004,,,,,,,58,0.001990075223147869,0.04620903357863426
,36.158203125,,,,,,,,,,,,,,,,0.0447,0.05910725146532059,,,,,,,59,0.001706532551907003,0.05740071460604668
,36.158203125,,,,,,,,,,,,,,,,0.0454,0.04822657257318497,,,,,,,60,0.001466456800699234,0.04676011577248573
,36.158203125,,,,,,,,,,,,,,,,0.0462,0.04874611645936966,,,,,,,61,0.0019757761619985104,0.04677034169435501
,36.158203125,,,,,,,,,,,,,,,,0.0469,0.052696771919727325,,,,,,,62,0.0012745455605909228,0.051422227174043655
,36.158203125,,,,,,,,,,,,,,,,0.0477,0.05118183419108391,,,,,,,63,0.001306787133216858,0.04987504705786705
