epoch,eval_average,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant
0.5,0.2206814024988629,0.005128205124184,0.0,0.0086580086529462,0.0064935064881372,0.0134831460608953,0.8059071729454442,0.7050997782204336
1.0,0.2991522655849495,0.0,0.0045045045018362,0.0144508670472263,0.2419798349641854,0.190476190439475,0.8463157894233334,0.7963386727185899
1.5,0.3639321771772118,0.0,0.0571428571151847,0.022503516164782,0.349618320560999,0.4833141541501243,0.8487394957479707,0.7862068965014222
2.0,0.4903399190234505,0.1973929236087679,0.2931677018136701,0.2629558540809975,0.4187116563919839,0.6002076842702813,0.8553459118993377,0.8045977010991149
2.5,0.5670969465326914,0.3305084745264906,0.4092339978516046,0.4421669106380826,0.4874446085177999,0.635691657817236,0.8655462184370393,0.7990867579405873
3.0,0.6177266844207306,0.4723618089951882,0.4700944385651281,0.5045422780772735,0.5543071160553124,0.6484784889325016,0.8679245282515335,0.8063781320681774
3.5,0.6302708663764979,0.4019728729463697,0.4822546972362781,0.5855031667339973,0.6027397259776952,0.6595744680353283,0.8679245282515335,0.811926605454282
4.0,0.6502694753714596,0.5327102803242848,0.5087179486683598,0.5898491083178202,0.6268882174730166,0.6339869280546366,0.8715789473180596,0.7881548974440398
4.5,0.6513082001627282,0.5101311084127332,0.5045965270188876,0.5747599450805111,0.6243305278768015,0.675876726836518,0.8648648648145314,0.8045977010991149
5.0,0.6729854387919126,0.5539906102790418,0.529595015526622,0.6099585061742023,0.6564417177416407,0.6902465165632343,0.8715789473180596,0.7990867579405873
5.5,0.6881212456533529,0.6037296036800632,0.5172054222651781,0.6298342540937885,0.6754863812730812,0.6943556975007917,0.885177452976788,0.8110599077837797
6.0,0.6883705013925042,0.5628019323173125,0.5311542389698525,0.640830449777117,0.6885758997935936,0.6972677595128699,0.8870292886525718,0.8109339407242118
6.5,0.6955410191895293,0.6181818181319417,0.5405960945033148,0.635294117597187,0.6942277690608707,0.7160220993974792,0.8818565400340197,0.7826086956018915
7.0,0.703462252602371,0.6083832334831498,0.5569358177557018,0.6754690756971439,0.6984374999500961,0.7128927410118336,0.8721174003689323,0.7999999999497398
7.5,0.7093437422450027,0.6030989272446539,0.573221757272406,0.6919831223129002,0.6996078430873275,0.7247608926175915,0.8781512604538407,0.7945823927262998
8.0,0.7060546143898919,0.6200241254025101,0.5520833332836013,0.6610761704602005,0.706614785942337,0.7231270357806813,0.8721174003689323,0.8073394494909815
8.5,0.7138925282390051,0.6327272726773927,0.5651260503703679,0.6829608938048172,0.7118110235720958,0.7338444687342356,0.8781512604538407,0.7926267280602859
9.0,0.718585005524087,0.657568238163372,0.5856697818817507,0.6952850105059735,0.6968749999500963,0.7195652173413606,0.885177452976788,0.7899543378492672
9.5,0.723664469563799,0.6492271105329045,0.6021052631080713,0.6992323795732382,0.7217806040835443,0.7270765911043653,0.8726513569433904,0.7935779816010794
10.0,0.7262860392670577,0.6362545017509106,0.6171792152205351,0.7014084506542481,0.7223548129969322,0.7450549450049323,0.8781512604538407,0.7835990887880055
10.5,0.7203165039498723,0.646007151320925,0.6097046413003707,0.6803977272227153,0.7081038551821541,0.7431693988571221,0.8757894736338474,0.7790432801319712
11.0,0.7245380091572651,0.6431181485493536,0.6147368420554371,0.6959603117855723,0.7223113964186579,0.7456521738630941,0.8744769873973469,0.7755102040313944
11.5,0.7276254363225355,0.6509900989598881,0.6072961372891059,0.7139815471465795,0.7374301675477439,0.7450980391657235,0.8595387840167363,0.7790432801319712
12.0,0.7197470899491317,0.6327272726773927,0.5892291446175272,0.6877637130302002,0.7168913560166248,0.7555066078794888,0.8697478991093065,0.7863636363133824
