step,epoch,loss,grad_norm,learning_rate,eval_crossner_politics,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
5,0.019,0.9361,4.747529983520508,6.655682788551919e-06,,,,,,,,,,,
10,0.038,0.8592,3.8046789169311523,9.522129343553784e-06,,,,,,,,,,,
15,0.057,0.6312,2.0484230518341064,1.1198893088551218e-05,,,,,,,,,,,
20,0.076,0.3997,1.0978816747665405,1.2388575898555646e-05,,,,,,,,,,,
25,0.095,0.2955,0.9219223856925964,1.3311365577103839e-05,,,,,,,,,,,
30,0.115,0.2121,0.5877873301506042,1.4065339643553083e-05,,,,,,,,,,,
35,0.134,0.1576,0.508390486240387,1.4702815633551465e-05,,,,,,,,,,,
40,0.153,0.1288,0.4692274332046509,1.525502245355751e-05,,,,,,,,,,,
45,0.172,0.1043,0.39303871989250183,1.5742103388550514e-05,,,,,,,,,,,
50,0.191,0.0941,0.3832566440105438,1.6177812132105704e-05,,,,,,,,,,,
55,0.21,0.0717,0.28248274326324463,1.657195863405932e-05,,,,,,,,,,,
60,0.229,0.0636,0.2807563245296478,1.6931786198554942e-05,,,,,,,,,,,
65,0.248,0.0649,0.29512184858322144,1.726279547060952e-05,,,,,,,,,,,
70,0.267,0.0587,0.24303346872329712,1.756926218855333e-05,,,,,,,,,,,
75,0.286,0.0559,0.2582496702671051,1.7854575877103134e-05,,,,,,,,,,,
80,0.305,0.0493,0.2458122968673706,1.8121469008559374e-05,,,,,,,,,,,
85,0.324,0.0441,0.21757440268993378,1.8372176568552083e-05,,,,,,,,,,,
90,0.344,0.0466,0.24282877147197723,1.8608549943552376e-05,,,,,,,,,,,
95,0.363,0.043,0.3050828278064728,1.8832139975359918e-05,,,,,,,,,,,
100,0.382,0.042,0.21956880390644073,1.904425868710757e-05,,,,,,,,,,,
105,0.401,0.0369,0.19501754641532898,1.924602593355076e-05,,,,,,,,,,,
110,0.42,0.0389,0.30152755975723267,1.9438405189061186e-05,,,,,,,,,,,
115,0.439,0.0329,0.22406640648841858,1.9622231373829038e-05,,,,,,,,,,,
120,0.458,0.0326,0.18224439024925232,1.9798232753556807e-05,,,,,,,,,,,
125,0.477,0.0347,0.13944901525974274,1.996704836565576e-05,,,,,,,,,,,
130,0.496,0.0315,0.2144644409418106,2e-05,,,,,,,,,,,
131,0.5,,,,0.7137129109363299,0.7137129109363299,306.7176,14.381,0.075,,,,,,
135,0.515,0.03,0.212246373295784,2e-05,,,,,,,,,,,
140,0.534,0.0299,0.14877447485923767,2e-05,,,,,,,,,,,
145,0.553,0.0267,0.20105527341365814,2e-05,,,,,,,,,,,
150,0.573,0.0265,0.20758172869682312,2e-05,,,,,,,,,,,
155,0.592,0.0293,0.27791041135787964,2e-05,,,,,,,,,,,
160,0.611,0.028,0.20243141055107117,2e-05,,,,,,,,,,,
165,0.63,0.0264,0.14738360047340393,2e-05,,,,,,,,,,,
170,0.649,0.026,0.16194072365760803,2e-05,,,,,,,,,,,
175,0.668,0.0238,0.18091440200805664,2e-05,,,,,,,,,,,
180,0.687,0.0223,0.193918839097023,2e-05,,,,,,,,,,,
185,0.706,0.0209,0.15179315209388733,2e-05,,,,,,,,,,,
190,0.725,0.0226,0.1800491213798523,2e-05,,,,,,,,,,,
195,0.744,0.0211,0.10958011448383331,2e-05,,,,,,,,,,,
200,0.763,0.0212,0.1815330684185028,2e-05,,,,,,,,,,,
205,0.782,0.0206,0.18897035717964172,2e-05,,,,,,,,,,,
210,0.802,0.0202,0.1153613030910492,2e-05,,,,,,,,,,,
215,0.821,0.0181,0.20776161551475525,2e-05,,,,,,,,,,,
220,0.84,0.0194,0.16107985377311707,2e-05,,,,,,,,,,,
225,0.859,0.0187,0.1502716839313507,2e-05,,,,,,,,,,,
230,0.878,0.016,0.11189129948616028,2e-05,,,,,,,,,,,
235,0.897,0.0198,0.1262114942073822,2e-05,,,,,,,,,,,
240,0.916,0.0163,0.13795973360538483,2e-05,,,,,,,,,,,
245,0.935,0.0157,0.20957647264003754,2e-05,,,,,,,,,,,
250,0.954,0.0169,0.14499059319496155,2e-05,,,,,,,,,,,
255,0.973,0.0165,0.14891958236694336,2e-05,,,,,,,,,,,
260,0.992,0.0164,0.15293475985527039,2e-05,,,,,,,,,,,
262,1.0,,,,0.7905460472196626,0.7905460472196626,257.7222,17.115,0.089,,,,,,
265,1.011,0.0137,0.09590394794940948,2e-05,,,,,,,,,,,
270,1.031,0.0136,0.2011873424053192,2e-05,,,,,,,,,,,
275,1.05,0.0142,0.11621487140655518,2e-05,,,,,,,,,,,
280,1.069,0.0133,0.10261169821023941,2e-05,,,,,,,,,,,
